loan_amnt,term,installment,emp_length,dti,open_acc,revol_util,total_acc,mort_acc,log_annual_inc,fico_score,log_revol_bal,charged_off
20000,36,664.2,5,3.55,5,42.5,12,NaN,5.00419665746137,727,3.71432975974523,1
18000,60,437.63,3,10.16,7,45,15,NaN,4.60765871852829,707,4.23185172374341,0
25000,60,473.25,3,12.56,15,47.5,36,NaN,4.92942403503108,702,4.29070224328785,0
25975,60,697.18,4,23.21,6,91.1,14,NaN,4.75960741690577,687,4.13560963602867,0
6000,60,148.77,0,6.66,4,82.8,11,NaN,4.60207084855429,677,3.89575394207372,1
7000,36,212.93,1,9.49,17,24.3,40,NaN,5.24412119222974,762,4.2689755810978,0
4200,36,126.68,2,7.53,6,26.6,10,NaN,4.79239869419147,757,2.8234742291703,0
30000,36,1067.95,4,9.41,15,53.1,28,NaN,4.87506705394618,692,4.15887489845599,0
1950,36,63.27,0,24.29,2,25.2,3,NaN,4.22533513181854,722,2.10380372095595,0
2000,36,63.13,0,8.63,6,55.7,9,NaN,4.28332384761878,712,3.52452593662637,1
11500,60,274.98,10,10.56,10,28,22,NaN,4.95424733490676,757,4.03358457551541,0
35000,60,961.5,NaN,17.44,8,97.5,26,NaN,4.86332880931918,682,4.29016821987977,1
1800,36,63.31,9,4.19,2,0,32,NaN,4.70723794150588,662,0,0
6000,36,201.25,10,7.65,4,62.8,20,NaN,4.60207084855429,697,3.70646173763135,0
22475,60,520.63,10,16.7,6,60.1,38,NaN,4.69020494309076,722,3.43216726944258,0
11500,36,369.08,4,4.15,5,73.6,5,NaN,4.69897869013879,727,3.63032615480394,1
15000,36,454.91,9,5.98,9,8.1,41,NaN,5.25527491784372,772,3.46493642912173,0
18000,60,427.37,NaN,6,10,35.2,43,NaN,4.55631456433534,717,3.77195474896394,0
7000,36,217.07,10,12.9,4,56.3,11,NaN,4.83251529934283,762,3.75921443123424,0
15000,60,356.15,3,14.04,10,55.3,24,NaN,4.90309541563903,702,3.97538584898946,1
30000,60,731.02,10,10.96,9,80.1,30,NaN,5.11059307691009,707,3.2464985807958,0
3500,60,90.78,10,13.08,4,95.9,18,NaN,4.63549379981156,662,2.82736927305382,0
4950,60,119.46,5,19.41,7,74.9,12,NaN,4.54408045258678,672,4.22680604950072,1
24000,60,345.18,5,9.81,15,20,35,NaN,4.71265811810538,747,3.53440689913787,0
16500,60,331.8,10,15.75,3,68.9,4,NaN,4.51852710011733,697,3.91776800244775,0
10000,60,255.3,0,16.8,23,22.3,28,NaN,4.89763258865415,702,3.16196661636407,0
8500,60,182.16,4,14.42,9,19.9,13,NaN,4.79239869419147,757,3.35140975192543,0
19200,60,414.97,5,4.43,6,0,10,NaN,5.0000043429231,782,0,0
4800,36,154.89,2,23.37,3,42.1,6,NaN,4.36174671797589,727,4.15170685702257,0
10000,36,335.41,3,20.04,6,87.7,10,NaN,5.12840250006353,702,4.16586726835294,0
16000,60,370.64,5,6.7,3,29.1,12,NaN,4.84510424417682,757,3.33965015761368,0
20000,60,424.95,7,2.19,13,7.7,31,NaN,4.87506705394618,782,3.69090455405496,0
14400,36,495.95,1,23.52,12,81.9,39,NaN,5.10082872529588,677,4.77199145869575,0
7000,36,217.07,NaN,9.84,9,1.3,20,NaN,4.4857356188798,792,2.48713837547718,0
6500,36,218.02,9,20.39,9,95.9,49,NaN,4.74194694531159,692,4.5477131862317,1
18000,60,437.92,5,9.03,6,97.1,12,NaN,4.62325963061961,717,4.1271047983648,0
35000,60,790.64,10,8.6,10,65,23,NaN,4.91381914862559,772,4.05288623525638,1
25000,60,569.6,10,12.26,7,46,18,NaN,4.77815848856469,757,4.28829394978621,0
15000,36,486.62,3,11.59,13,46.4,25,NaN,4.91381914862559,702,3.93414481179247,0
31000,60,748.11,10,8.51,11,45.1,31,NaN,5.02656022834832,732,4.28690535297237,1
27525,36,897.75,10,15.42,15,74.7,39,NaN,4.90347525240838,727,4.72310251028228,0
17600,60,364.44,3,15.47,17,50.4,43,NaN,4.87506705394618,672,3.96960226484853,1
28000,60,605.17,8,8.99,11,5.5,32,NaN,4.88862311285888,767,3.10585067438514,0
12000,36,387.21,3,19.26,21,15.2,38,NaN,4.96848761836196,722,4.24603055119058,0
34200,60,618.22,6,24.91,14,89.9,54,NaN,5.22608669644636,712,4.75775273262618,0
25000,36,819.78,2,13.32,7,38.6,28,NaN,4.71601169537145,732,3.75404238678543,0
18000,60,445.13,10,2.66,7,41.3,12,NaN,4.81292003804502,712,3.88784226510735,0
2400,60,56.06,4,17.98,11,84,28,NaN,4.7226421477302,682,4.66051448695497,0
4200,36,136.26,0,18.31,4,56.1,10,NaN,4.54408045258678,697,3.73094369342773,0
13000,36,424.01,2,13.2,4,0,13,NaN,4.56821346159708,737,0,1
15000,36,522.04,0,9.89,9,23.1,22,NaN,4.87506705394618,672,3.8899176834362,0
2700,36,88.07,10,14.44,6,95.6,20,NaN,4.81955051571144,722,4.31515133770498,0
3000,36,96.29,5,8.66,14,54.6,30,NaN,4.84510424417682,712,4.10424804699044,0
28000,60,664.8,2,2.55,3,28.5,10,NaN,4.81292003804502,762,2.45636603312904,0
1000,60,22.79,1,22.5,4,53.1,4,NaN,3.98231646969206,702,3.12319807503199,1
21000,36,688.61,10,16.53,13,16.7,25,NaN,5.35218444830477,702,5.08112758420935,0
14800,60,360.07,6,1.51,5,14.1,14,NaN,4.84510424417682,692,2.05690485133647,1
3300,36,107.06,7,5.47,8,29.8,13,NaN,4.57404284875949,692,3.41896383070362,0
6400,60,151.96,6,12.96,3,10,5,NaN,4.54408045258678,722,2.17897694729316,0
12000,60,287.25,5,14.46,10,4.7,28,NaN,4.4941685134903,742,2.94051648493256,1
15000,60,321.45,0,8.68,7,32.3,31,NaN,4.92942403503108,772,3.68583127462606,0
12700,60,301.54,4,24.79,15,38.8,44,NaN,4.69897869013879,702,4.22175319431886,1
17000,60,403.63,8,18.95,6,81.4,24,NaN,4.75588247480709,707,4.35013167387253,1
10575,60,247,1,22.24,8,30.5,16,NaN,4.44717354158246,702,2.66086547800386,0
4000,36,120.64,4,22.85,9,23.2,22,NaN,4.68125028508304,782,3.30513631894363,0
12000,36,389.3,4,16.46,8,25.4,23,NaN,4.87506705394618,697,3.58149454229089,0
5000,60,122.66,1,15.21,5,24.3,14,NaN,4.44717354158246,692,2.99913054128737,1
10000,36,308.41,5,8.82,14,9.6,37,NaN,4.87506705394618,752,4.09520423312181,0
8000,60,168.53,4,19.69,8,10.6,14,NaN,4.43137984884193,752,2.57054293988189,0
2400,60,47.86,10,1.26,13,5.4,36,NaN,4.92942403503108,787,3.64345267648618,0
12000,60,241.37,0,14.16,16,15.7,17,NaN,4.69897869013879,777,3.6262376851469,1
24925,60,572.63,2,26.21,14,30.3,43,NaN,4.69897869013879,757,4.22719230651403,0
15000,60,356.15,2,9.45,9,18.7,18,NaN,4.60207084855429,702,3.55642312137128,1
12000,60,273.41,8,17.55,10,22.9,21,NaN,4.68125028508304,732,3.92194645422941,0
25000,60,593.57,10,1.95,24,11.6,42,NaN,4.81292003804502,752,3.71683772329952,0
15000,36,491.87,5,20.45,4,26.5,13,NaN,4.69897869013879,702,3.54641926683519,1
6200,60,159.54,0,16.89,16,50.2,36,NaN,4.84507942699475,677,3.89409442732269,0
12000,60,284.92,10,7.79,3,75.5,20,NaN,4.86332880931918,727,4.40543174196737,0
12000,36,372.12,2,1.53,6,18.1,29,NaN,4.92786290007157,782,3.52504480703684,0
3000,36,97.33,1,3.34,4,51.3,5,NaN,4.62325963061961,712,3.78168358450735,1
35000,36,1123.29,10,13.28,9,19.5,20,NaN,4.97772817678564,772,3.97881938673284,0
8000,60,191.5,4,13.71,14,97.5,31,NaN,5.07918486515322,707,4.33741932432967,0
26000,60,587.33,10,4.93,4,36.6,19,NaN,4.96379254791209,747,4.34127621072168,0
10000,36,308.41,3,7.8,7,1.6,21,NaN,4.77815848856469,772,2.3384564936046,1
5425,36,186.84,5,23.79,13,43.9,30,NaN,5.17609415434257,667,5.01610529675654,1
10000,60,247.3,0,1,7,4.4,14,NaN,5.0000043429231,737,3.24625231229932,0
35000,60,893.54,10,14.69,7,56.9,19,NaN,4.93034227539337,687,4.1914230666878,0
4000,36,129.77,2,13.63,11,75.3,14,NaN,4.69897869013879,682,4.33641970486265,0
8125,60,202.54,5,23.94,15,80.3,34,NaN,4.77815848856469,662,4.2939147410311,1
6000,60,142.46,1,13.06,8,46.6,10,NaN,4.62325963061961,682,3.81809386914663,0
12000,60,287.25,8,20.45,6,94.3,27,NaN,4.69897869013879,702,4.48254488118643,0
5000,60,112.95,2,14.88,4,76.2,7,NaN,4.60207084855429,712,4.36619874736972,1
18000,60,389.04,6,20.47,9,47.2,20,NaN,4.84510424417682,737,4.54536897737069,0
35000,60,797.44,5,8.08,11,74.4,33,NaN,5.43933427308005,747,5.12228142720992,0
20000,60,467.13,10,12.5,5,80.6,8,NaN,4.77815848856469,732,3.85570083083543,0
16000,36,539.57,2,6.38,10,41.9,16,NaN,5.07918486515322,702,4.13046242928158,0
8000,60,169.98,10,13.39,5,2.2,13,NaN,4.47713573096112,777,2.31597034545691,0
10000,36,308.41,1,5.45,10,2.8,47,NaN,4.68125028508304,797,3.1900514177592,0
35000,60,824.23,1,13.73,7,51.6,16,NaN,4.9590461647617,757,4.08382499605333,1
10000,60,259.36,4,19.82,5,56.5,8,NaN,4.54408045258678,677,3.53756725715267,0
10000,60,247.3,5,5.6,11,5.9,28,NaN,4.77815848856469,732,3.06258198422816,1
5000,36,162.21,4,15.23,9,47.3,10,NaN,4.55631456433534,697,3.75027691515399,1
4000,60,98.92,5,7.13,9,7.2,22,NaN,4.56230476277244,687,2.60959440922522,0
35000,36,1211.75,10,9.53,12,71,28,NaN,5.38021305126817,712,4.61723106433035,0
5200,36,168.7,7,4.34,7,65.3,20,NaN,4.77815848856469,682,3.71281800020785,1
18000,60,445.13,4,9.21,8,52.4,21,NaN,4.79239869419147,697,4.3236645356081,0
25000,36,852.02,6,8.16,6,66.1,19,NaN,4.84510424417682,747,4.58375404363977,0
12000,36,393.5,2,9.23,4,24.9,8,NaN,4.74037058568576,692,2.81224469680036,1
16450,60,358.57,3,24.62,8,8.4,26,NaN,4.69897869013879,757,3.17114115102838,0
7200,36,224.5,NaN,6.26,11,18.2,16,NaN,4.36174671797589,737,3.66661156841903,0
20000,60,482.65,1,6.38,4,64.8,22,NaN,5.07918486515322,742,4.51359045363512,0
12000,36,370.09,0,8.02,8,31.7,26,NaN,4.87506705394618,762,4.08206693428511,0
12000,36,391.39,7,18.24,15,28.8,27,NaN,4.92942403503108,707,4.13487804519512,0
15000,36,530.33,1,3.57,4,62,5,NaN,4.55631456433534,747,3.49982449583958,0
35000,36,1263.23,10,12.45,10,71.3,15,NaN,5.00860442953008,672,4.38084412646466,0
6000,60,158.1,10,1.74,6,66.2,11,NaN,4.77815848856469,672,3.32613095671079,1
1800,36,57.77,10,6.41,14,34.6,38,NaN,5.0000043429231,697,3.56002624891289,0
8500,36,275.76,10,18.87,17,87.3,35,NaN,5.34242465488354,697,5.16661658063998,0
5000,36,154.21,1,3.5,4,0,7,NaN,4.38022933693803,782,0,0
29700,60,728.58,7,8.41,5,54.9,23,NaN,4.68575069303535,757,3.86015826131827,0
4000,60,108.71,2,2,3,33.5,7,NaN,4.38022933693803,662,2.67209785793571,1
5000,36,155.05,1,0.5,3,2.7,8,NaN,4.77815848856469,772,2.53019969820308,0
5000,36,169.51,4,2.76,4,44,6,NaN,4.47713573096112,697,3.52400644555737,0
8000,60,197.84,NaN,6.57,12,22.5,34,NaN,5.47712270236552,722,3.18497519069826,0
25000,60,658.74,10,1.83,4,93.3,11,NaN,4.89210017053276,697,3.73319726510656,1
17000,60,367.43,4,9.7,10,11.4,16,NaN,4.55631456433534,782,3.33081946649583,0
10500,60,255.46,9,3.96,4,33.7,10,NaN,4.77815848856469,767,3.87949728724942,1
19125,60,515.79,9,21.46,7,80.3,38,NaN,4.67688557107062,662,3.73086299204649,0
22250,60,595.45,10,20.66,13,59.3,33,NaN,4.69897869013879,667,4.44426345031715,1
35000,60,791.48,4,22.3,13,45.2,30,NaN,5.09691348735001,667,5.0183051274137,1
14000,60,360.25,6,18.41,5,42.6,20,NaN,4.59294248398019,697,3.33765889102614,1
3825,36,123.43,1,12.39,6,50,9,NaN,4.60207084855429,702,3.23070431361256,1
8000,60,209.12,10,13.45,10,62.6,40,NaN,5.04139663327193,677,3.75066264613405,0
22250,36,729.6,10,6.14,10,36.5,26,NaN,4.62325963061961,747,3.96161090809128,0
18000,60,437.92,NaN,9.36,8,5.3,26,NaN,4.60207084855429,767,3.13576851456782,0
10000,36,310.1,6,2.69,4,37.2,6,NaN,4.46241297331255,757,3.27829620809127,1
28000,60,692.42,3,7.4,7,0,29,NaN,5.09691348735001,742,0,0
3000,60,70.07,5,15.79,8,78.9,22,NaN,4.69897869013879,682,4.19570597474709,1
6000,60,149.57,8,6.6,5,80.7,29,NaN,4.47713573096112,662,3.70654710264035,0
25000,60,593.57,3,11.05,10,34.2,29,NaN,4.97589572722828,782,4.35797294133685,0
5000,36,161.34,2,5.46,5,43.4,8,NaN,4.60207084855429,717,3.60129931019433,0
14000,60,337.86,10,14.94,9,83.4,31,NaN,4.77815848856469,707,4.35115830656402,0
10000,36,326.16,7,8.62,3,0,4,NaN,4.63637755348471,747,0,0
18000,60,413.53,10,13.3,13,48.3,33,NaN,4.69973715901494,747,4.30438280248907,1
5800,36,175.9,10,21.7,11,21.7,15,NaN,4.51055841415043,752,3.87961190706585,1
28000,60,731.9,5,18.07,10,89.1,25,NaN,4.81292003804502,677,4.38911290219226,0
12700,60,274.49,2,1.87,10,4.5,25,NaN,4.71601169537145,807,3.48501121457857,1
2000,36,62.02,8,20.38,7,70.9,23,NaN,4.77815848856469,712,4.21245396104027,0
15000,36,522.04,6,11.2,7,49.3,12,NaN,4.55631456433534,682,4.11770206120931,1
9750,36,328.8,10,21.83,10,83.8,23,NaN,4.71601169537145,682,4.35941805565731,0
35000,36,1230.85,0,12.17,7,86.6,15,NaN,4.81292003804502,707,4.34682222839354,0
30000,60,796.66,10,6.92,3,32.7,32,NaN,4.86332880931918,692,3.38934331125207,0
18000,60,420.42,3,15.89,4,33.7,12,NaN,4.52635220262851,757,3.8109713998222,0
5000,36,162.21,1,22.41,7,6.5,22,NaN,4.96379254791209,697,2.71096311899527,0
5000,36,150.8,6,0.16,7,2.8,10,NaN,5.27875588670724,812,2.88705437805095,0
6000,36,194.65,3,7.29,10,54.2,16,NaN,4.59107574263968,692,3.86183299765794,1
12000,60,306.36,5,7.47,11,26.8,22,NaN,5.02119343518816,697,3.59239884611556,0
3000,36,97.33,3,4.68,2,43.9,4,NaN,4.60207084855429,727,3.24452451157008,1
35000,60,865.52,10,7.39,9,35.3,14,NaN,4.98227575691685,727,3.98222599167467,0
3500,36,114.16,10,20.3,6,99.8,29,NaN,5.01703751518718,732,4.82495846393738,0
4000,36,135.61,0,7.6,7,48.5,11,NaN,4.32223997493115,672,3.8560639533331,0
8000,36,256.76,1,21.03,10,48.6,15,NaN,4.62325963061961,762,2.8561244442423,0
10000,60,249.28,10,14.29,20,66.7,38,NaN,4.92428445620351,677,4.5219222448835,0
7350,36,226.68,1,1.54,5,0.5,15,NaN,4.09624938318961,782,2.07918124604762,0
9750,36,312.92,2,21.82,3,19.3,12,NaN,4.43137984884193,742,2.88930170250631,0
1500,36,48.15,NaN,22.04,3,0,10,NaN,4.47713573096112,807,0,1
20000,60,494.59,10,5.62,4,32.6,8,NaN,4.69897869013879,762,3.39022836246913,0
25000,60,648.38,NaN,1.27,9,21.2,36,NaN,4.74037058568576,677,3.4959603948817,0
12000,60,308.79,5,10.74,7,78,13,NaN,4.77576331605497,687,3.80577263193566,0
4000,36,136.33,3,12.69,5,69.4,8,NaN,4.60207084855429,672,3.83518306984904,0
10000,36,311.8,10,3,4,3.6,10,NaN,4.47713573096112,797,2.97220283837906,0
12000,36,391.39,9,19.17,23,17.7,55,NaN,4.91908332480819,757,3.91360194972915,0
10000,60,251.28,3,16.55,6,32.9,9,NaN,4.79239869419147,672,3.26623169668989,0
6000,60,135.54,4,0,5,0,16,NaN,4.69897869013879,797,0,0
10000,60,263.5,6,10.19,10,76.6,13,NaN,4.73860617167807,672,4.07711343230376,0
7025,36,211.88,1,17.4,6,2.5,8,NaN,4.30105170984522,777,2.90955602924117,0
13800,60,335.74,8,6.17,6,20.2,15,NaN,5.02938783649317,752,2.95036485437612,1
15000,60,395.25,10,4.44,7,20.8,17,NaN,4.5843425339724,662,2.92064500140678,0
12000,60,287.25,10,24.02,10,78.6,26,NaN,4.77815848856469,682,3.97095093434542,1
25000,60,633.21,6,18.06,21,79.5,51,NaN,4.90309541563903,702,4.28784650024951,0
8000,60,201.03,10,13.48,5,71.6,28,NaN,5.04139663327193,662,4.30185437226958,0
9800,36,321.36,4,8.46,13,35.8,22,NaN,4.77815848856469,697,3.97099736557248,0
3000,36,90.99,10,1,6,3.1,33,NaN,4.28332384761878,802,2.9712758487381,0
10000,36,310.1,10,14.44,8,66.5,12,NaN,4.49832434069717,717,4.08260587269789,0
9000,60,242.73,0,5.54,4,90.7,12,NaN,4.77815848856469,667,3.81524559191656,0
6400,60,149.49,10,4.64,8,52,29,NaN,4.72428406375899,752,4.19758376903577,0
10000,36,322.68,1,4.45,10,23.4,25,NaN,4.74037058568576,702,3.91902576458736,0
10000,60,214.3,0,17.04,14,28,29,NaN,4.4941685134903,722,4.02534683450982,0
18250,60,495.99,10,17.95,30,83.6,57,NaN,5.25527491784372,682,4.69324315330918,1
7200,36,218.36,3,24.11,9,11.6,9,NaN,4.34244242103183,742,3.70156798505592,0
5000,36,162.21,10,16.37,5,82.7,7,NaN,4.69897869013879,702,3.34908316877959,0
10750,36,352.51,10,15.02,22,62.8,38,NaN,4.69197392980127,702,4.40404648599229,1
3850,36,126.25,2,9.54,6,76.5,13,NaN,4.88649636532393,682,3.03019478535675,0
6500,36,212.01,4,1.83,5,27.7,12,NaN,4.84256555837119,792,3.1580607939366,0
6200,36,235.47,10,4.06,38,58.2,59,NaN,4.79865754991314,662,3.78197067391255,1
25000,60,613.28,NaN,0.58,4,3.4,13,NaN,5.0000043429231,772,2.67669360962486,1
12000,60,257.16,3,18.85,12,59.3,26,NaN,4.86332880931918,732,4.57028602308175,1
25000,60,633.21,10,12.53,13,43.2,40,NaN,5.30103216713096,692,4.61693739533023,0
18000,36,580.81,2,7.11,6,7.1,11,NaN,4.83251529934283,787,3.04610478724603,0
15000,36,467.7,3,19.86,10,17,26,NaN,4.67210709814554,777,3.6207604899942,0
20000,60,467.13,5,18.2,7,39.3,12,NaN,4.63347855533382,767,4.24799780208012,1
25000,36,847.54,5,6.2,8,33.7,18,NaN,4.72428406375899,732,4.21840419924972,0
8000,60,174.38,10,28.55,12,52.3,58,NaN,4.68125028508304,732,4.4120907777338,0
15000,36,513.91,5,8.46,8,8,13,NaN,4.90309541563903,692,3.03100428136353,0
3000,36,104.41,10,0.46,2,91.7,10,NaN,4.32223997493115,672,2.44090908206521,0
25000,36,815.4,10,17.76,12,30.2,41,NaN,4.74037058568576,762,4.44540179667826,1
9200,60,223.83,0,19.15,20,41.2,38,NaN,4.69897869013879,712,3.72205777133146,1
20000,36,733.02,8,19.98,8,94.3,19,NaN,5.23045147604418,672,4.86133125451362,0
17000,36,594.74,9,6.58,14,47.8,23,NaN,4.97772817678564,692,4.07638554395453,0
9600,60,241.23,3,2.71,2,1.7,4,NaN,4.81292003804502,677,2.55509444857831,1
10000,60,255.3,4,9,4,32.6,8,NaN,4.55631456433534,697,2.76937732607613,0
25000,36,870.07,8,4.16,24,13.7,50,NaN,5.24303060357421,732,3.87268060715192,0
20000,60,451.8,2,11.37,12,8.2,28,NaN,5.02119343518816,772,3.08278537031645,0
25000,36,847.54,9,8.28,10,44.7,22,NaN,4.89210017053276,742,4.26076284493616,0
15000,36,522.04,10,10.43,6,81.1,16,NaN,4.65322216465659,682,4.1133750570949,0
10250,60,217.79,2,19.34,5,32.8,10,NaN,4.44016889220825,757,3.5950550897593,1
20000,36,670.81,7,12.96,14,31.1,39,NaN,5.0000043429231,737,4.13801833961426,0
25000,60,674.23,10,17.36,13,57.2,23,NaN,4.88935213377599,677,4.56559991684371,0
12000,36,391.39,4,6.94,9,59.2,21,NaN,5.04139663327193,702,4.08813608870055,0
25000,36,852.02,2,2.87,4,0,16,NaN,5.63346946556558,782,0,0
5375,36,176.26,0,24.83,6,25.4,12,NaN,4.45940756716694,682,3.21112054125804,0
3000,36,98.38,3,18.29,6,42.6,22,NaN,4.90309541563903,667,3.91703262216239,0
8400,36,290.82,10,0.27,2,2,22,NaN,4.79519154947412,712,1.17609125905568,1
8000,36,242.62,4,19.41,10,6.5,16,NaN,4.60207084855429,797,3.29819786710981,1
25000,60,684.66,4,4,11,65.2,19,NaN,4.77815848856469,667,3.75404238678543,1
20000,60,494.59,6,9.65,4,37.6,10,NaN,5.0000043429231,712,4.71657923700635,1
25000,60,608.22,10,13.92,7,71.8,18,NaN,4.77815848856469,727,4.14847925816315,1
25000,60,608.22,10,1.18,7,72.1,25,NaN,5.07918486515322,722,3.91099771631064,0
12000,36,433.11,2,18.52,18,62.8,30,NaN,4.76043002319251,662,4.02694162795902,1
12000,36,363.93,10,4.2,14,6,36,NaN,4.84510424417682,772,3.45560611258186,0
6600,60,159.28,7,12.71,5,79.7,15,NaN,4.77085937250318,747,2.90200289135072,0
5000,36,155.9,10,3.19,3,45.1,11,NaN,5.0000043429231,742,3.94230575289589,0
10000,36,310.1,1,15.05,19,38.9,24,NaN,4.68125028508304,737,3.76327821101897,0
25000,36,852.02,6,1.48,7,25,21,NaN,4.98227575691685,727,3.80332052357875,0
25000,60,628.2,3,6.63,10,30.9,19,NaN,4.90309541563903,692,3.89773702534542,1
8400,36,260.49,1,4.86,5,0,12,NaN,4.77815848856469,757,0,0
10000,36,311.8,5,7.26,4,86.9,19,NaN,4.92942403503108,742,5.15536944344807,0
10000,36,308.41,10,24.89,5,36.2,8,NaN,4.63686886524393,752,3.58983794314746,0
25000,36,879.18,3,1.24,5,51.2,7,NaN,4.95424733490676,707,3.93706631201742,1
15000,36,489.24,3,0.54,5,9.9,18,NaN,4.74285076795326,757,2.56348108539441,0
12000,36,372.12,2,27.15,7,52.6,13,NaN,4.87506705394618,742,4.77151398997966,0
13000,36,405.34,3,11.02,21,14.7,34,NaN,4.81955051571144,737,3.88558735618965,1
10000,36,310.1,0,8.23,4,47.4,7,NaN,4.66465137576785,737,3.63518204865626,0
10000,36,322.68,1,13.41,6,57.1,10,NaN,4.51055841415043,717,3.8139144200486,0
14000,36,454.18,7,11.1,16,36.9,29,NaN,4.60207084855429,697,3.86593266819318,1
10000,36,353.55,6,24.17,7,64.4,19,NaN,5.0017380384297,662,4.36588091846588,0
5000,60,123.65,10,2.93,5,92.9,15,NaN,4.84510424417682,672,3.72859724338343,0
25000,36,930.5,6,19.08,10,59.4,20,NaN,5.11394669302077,662,3.9071963102716,0
14000,36,477.13,5,6.85,4,62.1,14,NaN,4.81292003804502,682,3.9831299247347,1
10000,36,326.16,10,22.74,4,70.7,22,NaN,4.81292003804502,712,4.30414571276378,0
10000,36,335.41,0,9.48,5,39.5,13,NaN,4.90309541563903,687,3.51587384371167,0
9000,60,203.31,5,1.71,5,45.7,9,NaN,4.97772817678564,702,3.76402660769203,0
20000,36,655.82,10,17.67,4,65.4,18,NaN,4.64346254670316,737,3.58624963886604,1
10000,36,326.16,6,23.15,7,95.3,19,NaN,5.07918486515322,732,4.63349875413768,0
4000,60,90.36,5,12.96,9,42.3,15,NaN,4.30105170984522,692,3.70884563804817,1
6250,36,189.55,2,3.33,8,27.3,14,NaN,4.6674622924558,737,3.80982896106788,0
20000,36,685.21,7,16.93,5,78,21,NaN,5.04139663327193,712,4.48224454415439,0
15000,60,344.61,10,16.94,13,11.5,24,NaN,4.63347855533382,752,3.55497345833323,1
8000,36,259.53,3,11.32,9,0,28,NaN,5.07918486515322,692,0,0
10000,36,311.8,10,26.15,10,32.6,30,NaN,4.91908332480819,742,4.25503116334555,0
10000,60,216.13,4,8.33,6,50.4,25,NaN,5.0000043429231,742,4.28241817087764,1
10000,36,322.68,2,4.59,5,33.9,10,NaN,4.87506705394618,752,3.37493155397818,0
6000,60,119.63,7,7.76,13,14.8,38,NaN,5.11394669302077,777,3.6063813651106,0
15000,60,364.38,4,6.17,3,47.9,3,NaN,4.84510424417682,722,3.68033551341456,1
15000,36,460.01,10,14.36,10,7.6,40,NaN,4.43934848606974,787,3.58838376837872,0
5000,36,161.32,1,19.23,5,83.9,8,NaN,4.63347855533382,697,3.70199947488963,0
8500,36,259.25,NaN,5.82,5,0,23,NaN,4.41499005128352,807,0,0
12000,36,389.24,1,6.46,6,20,8,NaN,4.77815848856469,697,3.48586332959733,0
1000,36,30.5,10,8.32,14,28.8,25,NaN,4.95424733490676,747,4.04222100239038,0
4000,36,139.06,6,0.67,3,25.7,11,NaN,4.55631456433534,662,2.01703333929878,0
10000,60,240.91,3,7.1,4,23,6,NaN,4.68125028508304,712,2.80955971463526,1
12600,60,267.66,3,2.82,5,30.2,11,NaN,4.77815848856469,767,3.79560197989417,0
5000,60,124.43,4,0.36,5,9.4,27,NaN,5.13033698547925,712,2.85913829729453,0
14000,36,429.35,0,4.26,4,25.8,14,NaN,4.62325963061961,792,3.66698571832966,1
6875,36,210.84,0,1.11,7,7.4,8,NaN,4.97772817678564,762,3.56122067893394,0
7500,36,230.01,0,9.66,9,32.3,30,NaN,5.0000043429231,747,4.11584340411281,0
5575,36,193.81,0,16.4,14,48,48,NaN,5.07918486515322,687,4.02579724131029,0
7900,60,187.24,0,15.19,16,41,30,NaN,4.98000791914613,717,4.71821095473187,0
7700,36,237.44,0,21.58,9,79.9,28,NaN,4.73640447090962,737,4.65932660401971,0
6525,60,159.79,0,6.4,15,70.9,52,NaN,5.51188469726753,707,4.47703438713623,0
8875,60,222.63,0,10.84,16,18.3,29,NaN,4.95424733490676,692,4.09152627263109,0
15000,60,373.28,10,3.83,6,49.7,21,NaN,4.97772817678564,672,3.29863478312443,0
8000,60,178.89,2,7.32,4,83.3,9,NaN,4.90309541563903,727,3.79574102086924,0
24000,36,825.64,5,11.61,6,32.7,12,NaN,4.90309541563903,702,3.86451108105839,0
20000,60,447.22,5,6.46,16,66,30,NaN,5.29003683850799,722,3.86159414464386,0
4000,36,120.64,4,8.33,11,14.1,33,NaN,4.86034399679839,782,3.86326336365048,0
25000,60,673.11,2,9.03,10,70.4,21,NaN,5.00432567370672,667,4.14674801363064,0
12000,60,252.73,4,14.12,10,18,23,NaN,4.90309541563903,732,3.843232778098,1
15000,36,524.18,0,2.84,3,40.5,5,NaN,4.92942403503108,707,3.52126887559838,0
4600,60,113.56,4,7.92,2,96.1,6,NaN,4.30105170984522,692,3.34458874257871,0
25000,60,592.52,10,13.9,11,41.5,39,NaN,5.03743048227539,732,3.80556881754855,1
9000,60,201.25,10,24.89,7,40.4,19,NaN,4.86982406886396,717,3.15503222879097,1
12000,60,272.92,2,13.42,6,36,7,NaN,4.69897869013879,712,4.20352241682258,0
